游戏日,烹饪店,轻装店,重装店
58,0[0] - 304[3040],3[12] - 272[8565],9[45] - 15[935]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,59[236] - 1[10],7[28] - 11[345],3[15] - 7[425]
3,2[8] - 29[290],7[28] - 20[620],8[40] - 10[640]
4,2[8] - 20[200],0[0] - 39[1215],0[0] - 12[740]
5,0[0] - 47[470],2[8] - 57[1775],8[40] - 12[740]
6,2[8] - 64[640],3[12] - 77[2410],0[0] - 13[805]
7,11[44] - 66[660],6[24] - 94[2945],6[30] - 13[805]
8,8[32] - 84[840],6[24] - 115[3615],1[5] - 14[855]
9,9[36] - 98[980],0[0] - 127[4005],4[20] - 15[925]
10,2[8] - 112[1120],1[4] - 145[4575],7[35] - 16[1000]
11,3[12] - 128[1280],2[8] - 161[5060],9[45] - 17[1080]
12,7[28] - 146[1460],16[64] - 172[5395],9[45] - 17[1080]
13,19[76] - 153[1530],0[0] - 184[5760],9[45] - 17[1080]
14,2[8] - 173[1730],15[60] - 193[6040],9[45] - 17[1080]
15,1[4] - 185[1850],5[20] - 202[6320],9[45] - 17[1080]
16,10[40] - 182[1820],5[20] - 209[6545],9[45] - 17[1080]
17,2[8] - 187[1870],2[8] - 215[6740],9[45] - 17[1080]
1,0[0] - 0[0],0[0] - 0[0],8[40] - 1[70]
2,0[0] - 0[0],6[24] - 5[155],27[135] - 3[195]
3,0[0] - 0[0],6[24] - 5[155],5[25] - 6[440]
4,0[0] - 0[0],6[24] - 5[155],9[45] - 9[660]
5,0[0] - 0[0],6[24] - 5[155],2[10] - 10[710]
1,0[0] - 0[0],0[0] - 0[0],8[40] - 1[70]
2,4[16] - 1[10],10[40] - 8[255],0[0] - 5[340]
3,1[4] - 0[0],2[8] - 8[255],0[0] - 5[340]
4,1[4] - 0[0],2[8] - 9[285],0[0] - 9[570]
5,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
6,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
7,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
8,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
9,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
10,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
11,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
12,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
13,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
14,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
15,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
16,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
17,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
18,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
19,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
20,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
21,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
22,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
23,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
24,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
25,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
26,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
27,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
28,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
29,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
30,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
31,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
32,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
33,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
34,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
35,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
36,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
37,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
38,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
39,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
40,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
41,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
42,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
43,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
44,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
45,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
46,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
47,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
48,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
49,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
50,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
51,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
52,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
53,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
54,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
55,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
56,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
57,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
58,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
59,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
60,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
61,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
62,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
63,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
64,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
65,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
66,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
67,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
68,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
69,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
70,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
71,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
72,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
73,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
74,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
75,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
76,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
77,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
78,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
79,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
80,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
81,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
82,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
83,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
84,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
85,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
86,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
87,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
88,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
89,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
90,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
91,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
92,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
93,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
94,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
95,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
96,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
97,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
98,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
99,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
100,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
101,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
102,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
103,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
104,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
105,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
106,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
107,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
108,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
109,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
110,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
111,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
112,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
113,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
114,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
115,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
116,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
117,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
118,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
119,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
120,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
121,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
122,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
123,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
124,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
125,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
126,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
127,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
128,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
129,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
130,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
131,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
132,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
133,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
134,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
135,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
136,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
137,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
138,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
139,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
140,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
141,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
142,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
143,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
144,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
145,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
146,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
147,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
148,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
149,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
150,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
151,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
152,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
153,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
154,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
155,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
156,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
157,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
158,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
159,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
160,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
161,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
162,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
163,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
164,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
165,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
166,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
167,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
168,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
169,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
170,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
171,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
172,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
173,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
174,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
175,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
176,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
177,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
178,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
179,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
180,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
181,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
182,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
183,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
184,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
185,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
186,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
187,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
188,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
189,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
190,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
191,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
192,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
193,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
194,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
195,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
196,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
197,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
198,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
199,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
200,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
201,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
202,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
203,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
204,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
205,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
206,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
207,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
208,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
209,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
210,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
211,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
212,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
213,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
214,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
215,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
216,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
217,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
218,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
219,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
220,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
221,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
222,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
223,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
224,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
225,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
226,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
227,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
228,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
229,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
230,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
231,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
232,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
233,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
234,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
235,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
236,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
237,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
238,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
239,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
240,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
241,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
242,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
243,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
244,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
245,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
246,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
247,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
248,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
249,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
250,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
251,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
252,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
253,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
254,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
255,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
256,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
257,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
258,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
259,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
260,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
261,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
262,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
263,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
264,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
265,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
266,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
267,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
268,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
269,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
270,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
271,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
272,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
273,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
274,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
275,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
276,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
277,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
278,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
279,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
280,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
281,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
282,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
283,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
284,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
285,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
286,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
287,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
288,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
289,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
290,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
291,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
292,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
293,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
294,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
295,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
296,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
297,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
298,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
299,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
300,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
301,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
302,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
303,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
304,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
305,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
306,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
307,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
308,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
309,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
310,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
311,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
312,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
313,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
314,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
315,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
316,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
317,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
318,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
319,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
320,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
321,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
322,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
323,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
324,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
325,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
326,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
327,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
328,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
329,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
330,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
331,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
332,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
333,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
334,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
335,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
336,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
337,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
338,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
339,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
340,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
341,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
342,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
343,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
344,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
345,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
346,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
347,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
348,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
349,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
350,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
351,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
352,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
353,1[4] - 0[0],2[8] - 9[285],0[0] - 11[685]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],5[20] - 3[90],0[0] - 5[325]
3,0[0] - 0[0],5[20] - 3[90],5[25] - 7[425]
4,0[0] - 0[0],5[20] - 3[90],1[5] - 8[475]
5,0[0] - 0[0],5[20] - 3[90],7[35] - 8[475]
6,0[0] - 0[0],5[20] - 3[90],1[5] - 9[525]
7,0[0] - 0[0],5[20] - 3[90],8[40] - 9[525]
8,0[0] - 0[0],5[20] - 3[90],8[40] - 9[525]
9,0[0] - 0[0],5[20] - 3[90],1[5] - 12[690]
10,0[0] - 0[0],5[20] - 3[90],1[5] - 12[690]
11,0[0] - 0[0],5[20] - 3[90],1[5] - 13[765]
1,0[0] - 0[0],0[0] - 0[0],4[20] - 1[100]
2,0[0] - 0[0],0[0] - 0[0],3[15] - 6[440]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 8[590]
4,0[0] - 0[0],0[0] - 0[0],1[5] - 9[640]
5,0[0] - 0[0],0[0] - 0[0],3[15] - 9[640]
6,0[0] - 0[0],0[0] - 0[0],8[40] - 9[640]
7,0[0] - 0[0],0[0] - 0[0],8[40] - 9[640]
8,0[0] - 0[0],0[0] - 0[0],2[10] - 10[690]
9,0[0] - 0[0],0[0] - 0[0],4[20] - 11[765]
10,0[0] - 0[0],0[0] - 0[0],4[20] - 12[855]
11,0[0] - 0[0],0[0] - 0[0],4[20] - 12[855]
12,0[0] - 0[0],0[0] - 0[0],2[10] - 13[955]
13,0[0] - 0[0],0[0] - 0[0],2[10] - 13[955]
14,0[0] - 0[0],0[0] - 0[0],2[10] - 14[1005]
15,0[0] - 0[0],0[0] - 0[0],3[15] - 15[1080]
16,0[0] - 0[0],0[0] - 0[0],3[15] - 15[1080]
17,0[0] - 0[0],0[0] - 0[0],3[15] - 15[1080]
18,0[0] - 0[0],0[0] - 0[0],3[15] - 15[1080]
19,0[0] - 0[0],0[0] - 0[0],3[15] - 15[1080]
20,0[0] - 0[0],0[0] - 0[0],3[15] - 15[1080]
21,0[0] - 0[0],0[0] - 0[0],3[15] - 15[1080]
22,0[0] - 0[0],0[0] - 0[0],3[15] - 15[1080]
23,0[0] - 0[0],0[0] - 0[0],3[15] - 15[1080]
24,0[0] - 0[0],0[0] - 0[0],3[15] - 15[1080]
25,0[0] - 0[0],0[0] - 0[0],3[15] - 15[1080]
26,0[0] - 0[0],0[0] - 0[0],3[15] - 15[1080]
27,0[0] - 0[0],0[0] - 0[0],3[15] - 15[1080]
28,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
29,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
30,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
31,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
32,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
33,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
