游戏日,烹饪店,轻装店,重装店
3,156[624] - 67[670],6[24] - 35[1095],6[30] - 1[50]
4,161[644] - 96[960],0[0] - 52[1655],0[0] - 2[125]
5,151[604] - 134[1340],3[12] - 66[2115],4[20] - 2[125]
6,239[956] - 170[1700],6[24] - 77[2465],1[5] - 3[175]
7,247[988] - 191[1910],3[12] - 91[2920],1[5] - 3[175]
8,295[1180] - 228[2280],7[28] - 99[3180],1[5] - 3[175]
9,324[1296] - 261[2610],7[28] - 105[3375],1[5] - 3[175]
10,333[1332] - 283[2830],4[16] - 112[3605],9[45] - 4[225]
11,330[1320] - 312[3120],7[28] - 119[3820],6[30] - 5[300]
12,273[1092] - 349[3490],0[0] - 126[4040],6[30] - 5[300]
13,188[752] - 378[3780],1[4] - 130[4160],6[30] - 5[300]
14,143[572] - 405[4050],2[8] - 135[4315],7[35] - 5[300]
15,65[260] - 437[4370],0[0] - 140[4475],7[35] - 5[300]
16,28[112] - 451[4510],1[4] - 145[4635],7[35] - 5[300]
17,2[8] - 463[4630],0[0] - 150[4800],7[35] - 5[300]
18,2[8] - 470[4700],0[0] - 156[4990],7[35] - 5[300]
19,2[8] - 464[4640],1[4] - 161[5150],7[35] - 5[300]
20,4[16] - 474[4740],0[0] - 164[5250],7[35] - 5[300]
21,1[4] - 476[4760],5[20] - 169[5400],7[35] - 5[300]
22,2[8] - 472[4720],2[8] - 174[5555],7[35] - 5[300]
23,1[4] - 478[4780],5[20] - 179[5710],7[35] - 5[300]
24,3[12] - 483[4830],1[4] - 184[5870],7[35] - 5[300]
25,1[4] - 481[4810],0[0] - 190[6055],7[35] - 5[300]
26,2[8] - 487[4870],2[8] - 195[6210],7[35] - 5[300]
27,0[0] - 495[4950],3[12] - 200[6370],7[35] - 5[300]
28,7[28] - 492[4920],6[24] - 206[6550],7[35] - 5[300]
29,2[8] - 495[4950],5[20] - 212[6745],7[35] - 5[300]
30,1[4] - 505[5050],4[16] - 217[6905],7[35] - 5[300]
31,2[8] - 497[4970],1[4] - 219[6975],7[35] - 5[300]
32,2[8] - 497[4970],1[4] - 219[6975],7[35] - 5[300]
33,2[8] - 497[4970],1[4] - 219[6975],7[35] - 5[300]
34,2[8] - 488[4880],1[4] - 219[6975],7[35] - 5[300]
35,2[8] - 488[4880],1[4] - 219[6975],7[35] - 5[300]
36,2[8] - 488[4880],1[4] - 219[6975],7[35] - 5[300]
37,1092[4368] - 504[5040],1[4] - 219[6975],7[35] - 5[300]
38,990[3960] - 538[5380],1[4] - 219[6975],7[35] - 5[300]
39,900[3600] - 568[5680],1[4] - 219[6975],7[35] - 5[300]
40,792[3168] - 594[5940],1[4] - 219[6975],7[35] - 5[300]
41,684[2736] - 630[6300],1[4] - 219[6975],7[35] - 5[300]
42,594[2376] - 660[6600],1[4] - 219[6975],7[35] - 5[300]
43,486[1944] - 686[6860],1[4] - 219[6975],7[35] - 5[300]
44,402[1608] - 714[7140],1[4] - 219[6975],7[35] - 5[300]
45,333[1332] - 737[7370],1[4] - 219[6975],7[35] - 5[300]
46,279[1116] - 745[7450],1[4] - 219[6975],7[35] - 5[300]
47,126[504] - 796[7960],1[4] - 219[6975],7[35] - 5[300]
48,36[144] - 826[8260],1[4] - 219[6975],7[35] - 5[300]
49,0[0] - 828[8280],1[4] - 219[6975],7[35] - 5[300]
50,0[0] - 828[8280],1[4] - 219[6975],7[35] - 5[300]
51,0[0] - 828[8280],1[4] - 219[6975],7[35] - 5[300]
52,2681[10724] - 832[8320],1[4] - 219[6975],7[35] - 5[300]
53,2588[10352] - 863[8630],1[4] - 219[6975],7[35] - 5[300]
54,2501[10004] - 892[8920],1[4] - 219[6975],7[35] - 5[300]
55,2414[9656] - 911[9110],1[4] - 219[6975],7[35] - 5[300]
56,2306[9224] - 947[9470],1[4] - 219[6975],7[35] - 5[300]
57,2207[8828] - 980[9800],1[4] - 219[6975],7[35] - 5[300]
58,2096[8384] - 1007[10070],1[4] - 219[6975],7[35] - 5[300]
58,2024[8096] - 1030[10300],1[4] - 219[6975],7[35] - 5[300]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,53[212] - 25[250],7[28] - 10[305],5[25] - 1[50]
3,172[688] - 50[500],1[4] - 28[875],0[0] - 2[115]
4,295[1180] - 64[640],17[68] - 47[1490],6[30] - 2[115]
5,381[1524] - 88[880],35[140] - 62[1970],6[30] - 2[115]
6,449[1796] - 111[1110],6[24] - 80[2540],4[20] - 3[165]
7,494[1976] - 128[1280],0[0] - 95[3015],9[45] - 3[165]
8,549[2196] - 160[1600],2[8] - 107[3380],4[20] - 4[230]
9,602[2408] - 185[1850],5[20] - 117[3685],2[10] - 6[365]
10,600[2400] - 206[2060],1[4] - 128[4025],5[25] - 7[440]
11,631[2524] - 225[2250],1[4] - 135[4240],9[45] - 8[520]
12,626[2504] - 251[2510],3[12] - 138[4345],9[45] - 8[520]
13,584[2336] - 268[2680],7[28] - 141[4445],9[45] - 8[520]
14,550[2200] - 294[2940],6[24] - 143[4505],9[45] - 8[520]
15,504[2016] - 326[3260],4[16] - 147[4625],0[0] - 9[600]
16,452[1808] - 353[3530],6[24] - 150[4720],0[0] - 9[600]
17,416[1664] - 384[3840],3[12] - 154[4840],0[0] - 9[600]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 5[50],3[12] - 9[275],8[40] - 0[0]
3,2[8] - 13[130],2[8] - 18[570],1[5] - 1[50]
4,2[8] - 13[130],2[8] - 18[570],1[5] - 1[50]
5,2[8] - 13[130],2[8] - 18[570],6[30] - 1[50]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],3[15] - 2[100]
3,0[0] - 0[0],0[0] - 0[0],9[45] - 2[100]
4,0[0] - 0[0],0[0] - 0[0],9[45] - 3[150]
5,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
6,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
7,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
8,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
9,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
10,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
11,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
12,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
13,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
14,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
15,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
16,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
17,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
18,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
19,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
20,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
21,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
22,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
23,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
24,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
25,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
26,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
27,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
28,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
29,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
30,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
31,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
32,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
33,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
34,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
35,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
36,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
37,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
38,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
39,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
40,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
41,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
42,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
43,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
44,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
45,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
46,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
47,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
48,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
49,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
50,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
51,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
52,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
53,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
54,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
55,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
56,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
57,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
58,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
59,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
60,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
61,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
62,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
63,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
64,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
65,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
66,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
67,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
68,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
69,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
70,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
71,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
72,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
73,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
74,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
75,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
76,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
77,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
78,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
79,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
80,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
81,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
82,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
83,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
84,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
85,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
86,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
87,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
88,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
89,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
90,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
91,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
92,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
93,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
94,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
95,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
96,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
97,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
98,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
99,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
100,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
101,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
102,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
103,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
104,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
105,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
106,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
107,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
108,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
109,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
110,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
111,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
112,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
113,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
114,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
115,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
116,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
117,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
118,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
119,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
120,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
121,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
122,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
123,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
124,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
125,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
126,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
127,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
128,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
129,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
130,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
131,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
132,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
133,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
134,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
135,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
136,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
137,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
138,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
139,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
140,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
141,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
142,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
143,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
144,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
145,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
146,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
147,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
148,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
149,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
150,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
151,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
152,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
153,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
154,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
155,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
156,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
157,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
158,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
159,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
160,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
161,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
162,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
163,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
164,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
165,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
166,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
167,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
168,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
169,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
170,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
171,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
172,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
173,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
174,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
175,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
176,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
177,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
178,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
179,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
180,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
181,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
182,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
183,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
184,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
185,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
186,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
187,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
188,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
189,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
190,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
191,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
192,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
193,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
194,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
195,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
196,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
197,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
198,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
199,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
200,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
201,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
202,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
203,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
204,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
205,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
206,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
207,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
208,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
209,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
210,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
211,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
212,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
213,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
214,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
215,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
216,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
217,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
218,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
219,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
220,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
221,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
222,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
223,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
224,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
225,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
226,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
227,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
228,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
229,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
230,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
231,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
232,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
233,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
234,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
235,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
236,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
237,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
238,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
239,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
240,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
241,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
242,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
243,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
244,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
245,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
246,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
247,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
248,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
249,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
250,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
251,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
252,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
253,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
254,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
255,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
256,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
257,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
258,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
259,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
260,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
261,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
262,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
263,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
264,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
265,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
266,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
267,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
268,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
269,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
270,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
271,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
272,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
273,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
274,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
275,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
276,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
277,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
278,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
279,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
280,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
281,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
282,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
283,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
284,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
285,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
286,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
287,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
288,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
289,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
290,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
291,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
292,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
293,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
294,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
295,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
296,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
297,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
298,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
299,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
300,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
301,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
302,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
303,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
304,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
305,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
306,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
307,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
308,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
309,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
310,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
311,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
312,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
313,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
314,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
315,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
316,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
317,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
318,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
319,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
320,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
321,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
322,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
323,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
324,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
325,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
326,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
327,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
328,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
329,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
330,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
331,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
332,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
333,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
334,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
335,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
336,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
337,0[0] - 0[0],0[0] - 0[0],4[20] - 4[200]
